ticker,signal_mode,days,rank,ob_value,os_value,stop_ticks,take_profit_ticks,trailing_stop_ticks,breakeven_ticks,atr_ratio_min,max_hold_minutes,n_trades,win_rate,total_pnl,profit_factor,max_drawdown,avg_hold_candles,exit_stop_loss,exit_take_profit,exit_trailing_stop,exit_breakeven_stop,exit_timeout,exit_eod_close,exit_other
SIBN,mean_reversion,60,0,80.0,20.0,80,240,56,68,0.7,,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
TATN,mean_reversion,60,0,80.0,20.0,60,180,42,51,0.7,,115,29.6,-103.76,0.5,112.38,20.0,0,0,64,0,51,0,0
TATN,mean_reversion,60,1,90.0,10.0,84,252,0,0,0.5,150,53,45.3,-2.62,0.97,31.07,28.0,5,1,0,0,47,0,0
TATN,mean_reversion,60,2,90.0,10.0,84,252,0,71,0.5,150,53,45.3,-2.62,0.97,31.07,28.0,5,1,0,0,47,0,0
TATN,mean_reversion,60,3,90.0,10.0,84,252,0,0,0.0,150,55,43.6,-3.74,0.96,31.07,28.1,5,1,0,0,49,0,0
TATN,mean_reversion,60,4,90.0,10.0,84,252,0,71,0.0,150,55,43.6,-3.74,0.96,31.07,28.1,5,1,0,0,49,0,0
TATN,mean_reversion,60,5,90.0,10.0,84,252,0,0,0.7,150,53,45.3,-3.22,0.96,31.07,28.0,5,1,0,0,47,0,0
TATN,mean_reversion,60,6,90.0,10.0,84,252,0,71,0.7,150,53,45.3,-3.22,0.96,31.07,28.0,5,1,0,0,47,0,0
TATN,mean_reversion,60,7,90.0,10.0,42,84,0,0,0.5,90,57,45.6,-4.18,0.95,26.17,15.6,12,4,0,0,41,0,0
TATN,mean_reversion,60,8,90.0,10.0,42,84,0,0,0.5,150,57,43.9,-4.2,0.95,27.55,23.6,15,6,0,0,36,0,0
TATN,mean_reversion,60,9,90.0,10.0,42,84,0,0,0.7,90,57,45.6,-4.48,0.95,26.47,15.6,12,4,0,0,41,0,0
TATN,mean_reversion,60,10,90.0,10.0,42,84,0,0,0.7,150,57,43.9,-4.8,0.95,27.55,23.6,15,6,0,0,36,0,0
VTBR,mean_reversion,60,0,80.0,20.0,122,366,84,104,0.7,,106,33.0,-9.85,0.48,12.15,18.2,0,0,71,0,35,0,0
VTBR,mean_reversion,60,1,80.0,10.0,85,255,0,72,0.7,90,81,45.7,1.04,1.1,1.88,14.5,16,4,0,8,53,0,0
VTBR,mean_reversion,60,2,80.0,10.0,85,340,0,72,0.7,90,80,45.0,0.7,1.07,1.83,14.8,16,2,0,8,54,0,0
VTBR,mean_reversion,60,3,85.0,10.0,171,513,0,0,0.7,90,60,46.7,0.76,1.07,2.3,17.2,4,1,0,0,55,0,0
VTBR,mean_reversion,60,4,85.0,10.0,171,513,0,145,0.7,90,60,46.7,0.76,1.07,2.3,17.2,4,1,0,0,55,0,0
VTBR,mean_reversion,60,5,85.0,10.0,171,513,0,0,0.5,90,62,46.8,0.61,1.06,2.4,17.3,4,1,0,0,57,0,0
VTBR,mean_reversion,60,6,85.0,10.0,171,513,0,145,0.5,90,62,46.8,0.61,1.06,2.4,17.3,4,1,0,0,57,0,0
VTBR,mean_reversion,60,7,85.0,10.0,171,513,0,86,0.7,90,60,45.0,0.65,1.06,2.3,17.1,4,1,0,1,54,0,0
VTBR,mean_reversion,60,8,85.0,10.0,171,513,0,0,0.0,90,64,46.9,0.55,1.05,2.4,17.3,4,1,0,0,59,0,0
VTBR,mean_reversion,60,9,85.0,10.0,171,513,0,145,0.0,90,64,46.9,0.55,1.05,2.4,17.3,4,1,0,0,59,0,0
VTBR,mean_reversion,60,10,85.0,10.0,171,513,0,86,0.5,90,62,45.2,0.5,1.05,2.4,17.1,4,1,0,1,56,0,0
YNDX,mean_reversion,60,0,80.0,20.0,60,180,42,51,0.7,,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
